일자,요일,지역,호선,승차,하차,기온,강수량,전운량
2019-01-01,평일,광주,1,27635,27060,0,0,7.9
2019-01-01,평일,대구,1,120443,121128,-0.6,0,3.6
2019-01-01,평일,대구,2,80125,77667,-0.6,0,3.6
2019-01-01,평일,대구,3,35698,35803,-0.6,0,3.6
2019-01-01,평일,부산,1,273960,275668,1,0,0.4
2019-01-01,평일,부산,2,204480,201783,1,0,0.4
2019-01-01,평일,부산,3,45873,44663,1,0,0.4
2019-01-01,평일,부산,4,14933,14942,1,0,0.4
2019-01-01,평일,서울,1,153785,139548,-5,0,3.4
2019-01-01,평일,서울,2,686073,677271,-5,0,3.4
2019-01-01,평일,서울,3,244253,242213,-5,0,3.4
2019-01-01,평일,서울,4,278431,284902,-5,0,3.4
2019-01-01,평일,서울,5,251687,253814,-5,0,3.4
2019-01-01,평일,서울,6,169139,161675,-5,0,3.4
2019-01-01,평일,서울,7,300697,294504,-5,0,3.4
2019-01-01,평일,서울,8,85809,88549,-5,0,3.4
2019-01-01,평일,인천,1,100200,100298,-4.4,0,2.5
2019-01-01,평일,인천,2,52090,54169,-4.4,0,2.5
2019-01-02,평일,광주,1,54124,53178,-0.1,0,3.9
2019-01-02,평일,대구,1,202152,204649,-0.5,0,0.5
2019-01-02,평일,대구,2,168974,163994,-0.5,0,0.5
2019-01-02,평일,대구,3,76248,75497,-0.5,0,0.5
2019-01-02,평일,부산,1,482950,482780,1.2,0,0
2019-01-02,평일,부산,2,333069,332628,1.2,0,0
2019-01-02,평일,부산,3,91478,88472,1.2,0,0
2019-01-02,평일,부산,4,29837,29654,1.2,0,0
2019-01-02,평일,서울,1,285182,278398,-4.9,0,0
2019-01-02,평일,서울,2,1625177,1645943,-4.9,0,0
2019-01-02,평일,서울,3,587401,584334,-4.9,0,0
2019-01-02,평일,서울,4,586497,594445,-4.9,0,0
2019-01-02,평일,서울,5,655658,650039,-4.9,0,0
2019-01-02,평일,서울,6,360939,355598,-4.9,0,0
2019-01-02,평일,서울,7,765160,755183,-4.9,0,0
2019-01-02,평일,서울,8,201595,203425,-4.9,0,0
2019-01-02,평일,인천,1,205784,201561,-3.9,0,0
2019-01-02,평일,인천,2,114439,113649,-3.9,0,0
2019-01-03,평일,광주,1,56302,54978,0.5,0,0
2019-01-03,평일,대구,1,203825,206230,0,0,0
2019-01-03,평일,대구,2,174120,170007,0,0,0
2019-01-03,평일,대구,3,79732,79242,0,0,0
2019-01-03,평일,부산,1,490771,490850,3,0,0
2019-01-03,평일,부산,2,346723,345900,3,0,0
2019-01-03,평일,부산,3,97428,94218,3,0,0
2019-01-03,평일,부산,4,30932,30817,3,0,0
2019-01-03,평일,서울,1,297440,291142,-3.5,0,0.1
2019-01-03,평일,서울,2,1693450,1714307,-3.5,0,0.1
2019-01-03,평일,서울,3,611847,608748,-3.5,0,0.1
2019-01-03,평일,서울,4,610649,617621,-3.5,0,0.1
2019-01-03,평일,서울,5,675414,668054,-3.5,0,0.1
2019-01-03,평일,서울,6,376296,371211,-3.5,0,0.1
2019-01-03,평일,서울,7,783880,773800,-3.5,0,0.1
2019-01-03,평일,서울,8,206854,207709,-3.5,0,0.1
2019-01-03,평일,인천,1,209925,206914,-2.6,0,0.4
2019-01-03,평일,인천,2,116907,116571,-2.6,0,0.4
2019-01-04,평일,광주,1,57755,56038,0.7,0,6.6
2019-01-04,평일,대구,1,214568,217404,0.9,0,2.1
2019-01-04,평일,대구,2,184013,176896,0.9,0,2.1
2019-01-04,평일,대구,3,81058,80455,0.9,0,2.1
2019-01-04,평일,부산,1,510864,511853,5,0,5.4
2019-01-04,평일,부산,2,357128,356868,5,0,5.4
2019-01-04,평일,부산,3,99026,94947,5,0,5.4
2019-01-04,평일,부산,4,31756,31289,5,0,5.4
2019-01-04,평일,서울,1,318191,311395,-1.1,0,5.5
2019-01-04,평일,서울,2,1772280,1809030,-1.1,0,5.5
2019-01-04,평일,서울,3,645688,643095,-1.1,0,5.5
2019-01-04,평일,서울,4,634403,643793,-1.1,0,5.5
2019-01-04,평일,서울,5,695419,686226,-1.1,0,5.5
2019-01-04,평일,서울,6,392264,387325,-1.1,0,5.5
2019-01-04,평일,서울,7,808029,796050,-1.1,0,5.5
2019-01-04,평일,서울,8,219293,219452,-1.1,0,5.5
2019-01-04,평일,인천,1,228130,224805,-0.3,0,3.6
2019-01-04,평일,인천,2,121898,120352,-0.3,0,3.6
2019-01-05,주말,광주,1,44097,43210,2,0,2.9
2019-01-05,주말,대구,1,195365,199104,2.4,0,2.1
2019-01-05,주말,대구,2,151800,145570,2.4,0,2.1
2019-01-05,주말,대구,3,68348,67650,2.4,0,2.1
2019-01-05,주말,부산,1,418460,418610,5.5,0,4.6
2019-01-05,주말,부산,2,296599,297640,5.5,0,4.6
2019-01-05,주말,부산,3,78183,74526,5.5,0,4.6
2019-01-05,주말,부산,4,25032,24648,5.5,0,4.6
2019-01-05,주말,서울,1,253469,251582,-2.8,0,0.5
2019-01-05,주말,서울,2,1268005,1289562,-2.8,0,0.5
2019-01-05,주말,서울,3,470703,469197,-2.8,0,0.5
2019-01-05,주말,서울,4,487225,493274,-2.8,0,0.5
2019-01-05,주말,서울,5,458490,451186,-2.8,0,0.5
2019-01-05,주말,서울,6,284434,280555,-2.8,0,0.5
2019-01-05,주말,서울,7,550047,534599,-2.8,0,0.5
2019-01-05,주말,서울,8,149024,148612,-2.8,0,0.5
2019-01-05,주말,인천,1,169261,167253,-2.8,0,1.8
2019-01-05,주말,인천,2,85400,84696,-2.8,0,1.8
2019-01-06,주말,광주,1,33813,33121,0.6,0,3.6
2019-01-06,주말,대구,1,151610,153853,0.6,0,3.3
2019-01-06,주말,대구,2,109480,105055,0.6,0,3.3
2019-01-06,주말,대구,3,47092,47016,0.6,0,3.3
2019-01-06,주말,부산,1,311497,312338,4.4,0,4.3
2019-01-06,주말,부산,2,214590,213697,4.4,0,4.3
2019-01-06,주말,부산,3,54577,52350,4.4,0,4.3
2019-01-06,주말,부산,4,17697,17413,4.4,0,4.3
2019-01-06,주말,서울,1,176668,169072,-2.8,0,3.1
2019-01-06,주말,서울,2,889645,887520,-2.8,0,3.1
2019-01-06,주말,서울,3,326579,330429,-2.8,0,3.1
2019-01-06,주말,서울,4,350741,355062,-2.8,0,3.1
2019-01-06,주말,서울,5,323499,320610,-2.8,0,3.1
2019-01-06,주말,서울,6,209078,203482,-2.8,0,3.1
2019-01-06,주말,서울,7,392571,383720,-2.8,0,3.1
2019-01-06,주말,서울,8,108906,110515,-2.8,0,3.1
2019-01-06,주말,인천,1,123974,123151,-2.7,0,2.6
2019-01-06,주말,인천,2,63849,65208,-2.7,0,2.6
2019-01-07,평일,광주,1,55769,54660,1.2,0,3.9
2019-01-07,평일,대구,1,206425,208578,1.2,0,3.5
2019-01-07,평일,대구,2,178098,173096,1.2,0,3.5
2019-01-07,평일,대구,3,80488,79849,1.2,0,3.5
2019-01-07,평일,부산,1,496608,496550,4.4,0,2.9
2019-01-07,평일,부산,2,341237,340707,4.4,0,2.9
2019-01-07,평일,부산,3,96256,93251,4.4,0,2.9
2019-01-07,평일,부산,4,31860,31715,4.4,0,2.9
2019-01-07,평일,서울,1,296040,291227,-1.9,0,4
2019-01-07,평일,서울,2,1669449,1689490,-1.9,0,4
2019-01-07,평일,서울,3,604019,604089,-1.9,0,4
2019-01-07,평일,서울,4,595566,600765,-1.9,0,4
2019-01-07,평일,서울,5,670240,664455,-1.9,0,4
2019-01-07,평일,서울,6,369626,361683,-1.9,0,4
2019-01-07,평일,서울,7,787585,776103,-1.9,0,4
2019-01-07,평일,서울,8,206819,207506,-1.9,0,4
2019-01-07,평일,인천,1,214895,211457,-1.3,0,3.4
2019-01-07,평일,인천,2,119613,119134,-1.3,0,3.4
2019-01-08,평일,광주,1,56081,54987,0.8,0,6.3
2019-01-08,평일,대구,1,205415,207643,1.2,0,2.8
2019-01-08,평일,대구,2,178129,172689,1.2,0,2.8
2019-01-08,평일,대구,3,81302,80869,1.2,0,2.8
2019-01-08,평일,부산,1,492110,492634,3.2,0,3.6
2019-01-08,평일,부산,2,347475,346535,3.2,0,3.6
2019-01-08,평일,부산,3,100362,97525,3.2,0,3.6
2019-01-08,평일,부산,4,31860,31550,3.2,0,3.6
2019-01-08,평일,서울,1,301108,295291,-3.5,0,0
2019-01-08,평일,서울,2,1695186,1708874,-3.5,0,0
2019-01-08,평일,서울,3,615630,612827,-3.5,0,0
2019-01-08,평일,서울,4,610393,615184,-3.5,0,0
2019-01-08,평일,서울,5,681124,674331,-3.5,0,0
2019-01-08,평일,서울,6,376679,370132,-3.5,0,0
2019-01-08,평일,서울,7,788487,780578,-3.5,0,0
2019-01-08,평일,서울,8,209867,210722,-3.5,0,0
2019-01-08,평일,인천,1,215445,212207,-2.9,0,0.4
2019-01-08,평일,인천,2,119055,118572,-2.9,0,0.4
2019-01-09,평일,광주,1,53676,52561,-0.9,0,7.9
2019-01-09,평일,대구,1,204390,206655,-1.3,0,4.9
2019-01-09,평일,대구,2,176555,171512,-1.3,0,4.9
2019-01-09,평일,대구,3,78327,77963,-1.3,0,4.9
2019-01-09,평일,부산,1,483839,484296,2.3,0,5.3
2019-01-09,평일,부산,2,342034,340948,2.3,0,5.3
2019-01-09,평일,부산,3,95469,92355,2.3,0,5.3
2019-01-09,평일,부산,4,30397,30415,2.3,0,5.3
2019-01-09,평일,서울,1,288587,280989,-4.7,0,4.9
2019-01-09,평일,서울,2,1678758,1696265,-4.7,0,4.9
2019-01-09,평일,서울,3,608024,607018,-4.7,0,4.9
2019-01-09,평일,서울,4,596590,602329,-4.7,0,4.9
2019-01-09,평일,서울,5,672513,665426,-4.7,0,4.9
2019-01-09,평일,서울,6,371382,365268,-4.7,0,4.9
2019-01-09,평일,서울,7,784039,775564,-4.7,0,4.9
2019-01-09,평일,서울,8,209431,209268,-4.7,0,4.9
2019-01-09,평일,인천,1,209559,206635,-4.6,0,5.1
2019-01-09,평일,인천,2,116762,116344,-4.6,0,5.1
2019-01-10,평일,광주,1,56372,54664,2,0,6.8
2019-01-10,평일,대구,1,206538,208709,1.7,0,4
2019-01-10,평일,대구,2,178613,172677,1.7,0,4
2019-01-10,평일,대구,3,79648,79518,1.7,0,4
2019-01-10,평일,부산,1,495209,495361,4.8,0,4.8
2019-01-10,평일,부산,2,346059,346019,4.8,0,4.8
2019-01-10,평일,부산,3,96490,92967,4.8,0,4.8
2019-01-10,평일,부산,4,31501,31411,4.8,0,4.8
2019-01-10,평일,서울,1,302561,297577,-0.6,0,8.1
2019-01-10,평일,서울,2,1715601,1736096,-0.6,0,8.1
2019-01-10,평일,서울,3,619609,619053,-0.6,0,8.1
2019-01-10,평일,서울,4,610944,616991,-0.6,0,8.1
2019-01-10,평일,서울,5,683076,675339,-0.6,0,8.1
2019-01-10,평일,서울,6,378526,372329,-0.6,0,8.1
2019-01-10,평일,서울,7,792698,783452,-0.6,0,8.1
2019-01-10,평일,서울,8,210319,211488,-0.6,0,8.1
2019-01-10,평일,인천,1,215070,211492,-0.9,0,8.4
2019-01-10,평일,인천,2,119344,118724,-0.9,0,8.4
2019-01-11,평일,광주,1,60353,58692,4.2,0.4,6.5
2019-01-11,평일,대구,1,220968,223936,3,0,4
2019-01-11,평일,대구,2,187155,181168,3,0,4
2019-01-11,평일,대구,3,82995,82522,3,0,4
2019-01-11,평일,부산,1,520443,522048,6.2,0,5
2019-01-11,평일,부산,2,363011,362626,6.2,0,5
2019-01-11,평일,부산,3,102027,97794,6.2,0,5
2019-01-11,평일,부산,4,32624,32239,6.2,0,5
2019-01-11,평일,서울,1,322473,316679,2.4,0,6.1
2019-01-11,평일,서울,2,1790199,1828948,2.4,0,6.1
2019-01-11,평일,서울,3,654627,652651,2.4,0,6.1
2019-01-11,평일,서울,4,636034,647197,2.4,0,6.1
2019-01-11,평일,서울,5,697808,688233,2.4,0,6.1
2019-01-11,평일,서울,6,393827,389940,2.4,0,6.1
2019-01-11,평일,서울,7,813908,801126,2.4,0,6.1
2019-01-11,평일,서울,8,217694,216739,2.4,0,6.1
2019-01-11,평일,인천,1,225097,221247,2.2,0,7
2019-01-11,평일,인천,2,122885,121303,2.2,0,7
2019-01-12,주말,광주,1,45802,44829,4.6,3.5,4.6
2019-01-12,주말,대구,1,189725,193503,3.1,3.5,8.3
2019-01-12,주말,대구,2,145859,139764,3.1,3.5,8.3
2019-01-12,주말,대구,3,65398,64703,3.1,3.5,8.3
2019-01-12,주말,부산,1,425455,426267,6.2,0.7,8.9
2019-01-12,주말,부산,2,296346,296617,6.2,0.7,8.9
2019-01-12,주말,부산,3,77374,72449,6.2,0.7,8.9
2019-01-12,주말,부산,4,24320,23910,6.2,0.7,8.9
2019-01-12,주말,서울,1,269124,269346,2.8,0,3.9
2019-01-12,주말,서울,2,1312006,1336800,2.8,0,3.9
2019-01-12,주말,서울,3,497088,497794,2.8,0,3.9
2019-01-12,주말,서울,4,505977,516771,2.8,0,3.9
2019-01-12,주말,서울,5,467518,456180,2.8,0,3.9
2019-01-12,주말,서울,6,295446,290607,2.8,0,3.9
2019-01-12,주말,서울,7,567386,549563,2.8,0,3.9
2019-01-12,주말,서울,8,150698,150990,2.8,0,3.9
2019-01-12,주말,인천,1,173275,170855,2.2,0,4.9
2019-01-12,주말,인천,2,88918,88012,2.2,0,4.9
2019-01-13,주말,광주,1,33342,32717,3.3,0,0
2019-01-13,주말,대구,1,154708,157360,1.8,0,3.8
2019-01-13,주말,대구,2,113195,108502,1.8,0,3.8
2019-01-13,주말,대구,3,50972,50611,1.8,0,3.8
2019-01-13,주말,부산,1,325795,326246,6.8,0,2.6
2019-01-13,주말,부산,2,225006,223975,6.8,0,2.6
2019-01-13,주말,부산,3,59631,57464,6.8,0,2.6
2019-01-13,주말,부산,4,17974,18029,6.8,0,2.6
2019-01-13,주말,서울,1,178394,171181,1.2,0,0
2019-01-13,주말,서울,2,917858,917664,1.2,0,0
2019-01-13,주말,서울,3,334431,338228,1.2,0,0
2019-01-13,주말,서울,4,358612,365294,1.2,0,0
2019-01-13,주말,서울,5,321668,321332,1.2,0,0
2019-01-13,주말,서울,6,210892,204425,1.2,0,0
2019-01-13,주말,서울,7,403511,391634,1.2,0,0
2019-01-13,주말,서울,8,109291,111182,1.2,0,0
2019-01-13,주말,인천,1,122779,122115,1.3,0,0
2019-01-13,주말,인천,2,63664,65207,1.3,0,0
2019-01-14,평일,광주,1,56746,55742,2.3,0,3
2019-01-14,평일,대구,1,205502,207695,2,0,3.8
2019-01-14,평일,대구,2,175662,170459,2,0,3.8
2019-01-14,평일,대구,3,79624,79147,2,0,3.8
2019-01-14,평일,부산,1,493643,493835,7.3,0,3
2019-01-14,평일,부산,2,344606,344029,7.3,0,3
2019-01-14,평일,부산,3,96406,93375,7.3,0,3
2019-01-14,평일,부산,4,32235,32035,7.3,0,3
2019-01-14,평일,서울,1,288189,283434,1.4,0,4.5
2019-01-14,평일,서울,2,1635711,1656227,1.4,0,4.5
2019-01-14,평일,서울,3,595885,594628,1.4,0,4.5
2019-01-14,평일,서울,4,582028,586761,1.4,0,4.5
2019-01-14,평일,서울,5,659249,653694,1.4,0,4.5
2019-01-14,평일,서울,6,362148,355205,1.4,0,4.5
2019-01-14,평일,서울,7,775414,763956,1.4,0,4.5
2019-01-14,평일,서울,8,206553,206225,1.4,0,4.5
2019-01-14,평일,인천,1,206105,203247,1.7,0,7.1
2019-01-14,평일,인천,2,113259,112745,1.7,0,7.1
2019-01-15,평일,광주,1,55489,54095,2,0,8.3
2019-01-15,평일,대구,1,205545,207996,2.6,0,5.8
2019-01-15,평일,대구,2,177714,172246,2.6,0,5.8
2019-01-15,평일,대구,3,79908,79317,2.6,0,5.8
2019-01-15,평일,부산,1,492956,493371,5.6,0,6
2019-01-15,평일,부산,2,344543,343687,5.6,0,6
2019-01-15,평일,부산,3,97368,94281,5.6,0,6
2019-01-15,평일,부산,4,31623,31546,5.6,0,6
2019-01-15,평일,서울,1,295540,290692,-1.7,0,3.8
2019-01-15,평일,서울,2,1682799,1698902,-1.7,0,3.8
2019-01-15,평일,서울,3,607308,603669,-1.7,0,3.8
2019-01-15,평일,서울,4,599265,604706,-1.7,0,3.8
2019-01-15,평일,서울,5,674391,666681,-1.7,0,3.8
2019-01-15,평일,서울,6,372915,366967,-1.7,0,3.8
2019-01-15,평일,서울,7,783628,775781,-1.7,0,3.8
2019-01-15,평일,서울,8,206928,207415,-1.7,0,3.8
2019-01-15,평일,인천,1,210066,207044,-1.9,0,3.6
2019-01-15,평일,인천,2,114443,114038,-1.9,0,3.6
2019-01-16,평일,광주,1,55152,53634,-2.1,0,2.3
2019-01-16,평일,대구,1,206919,209029,-1.9,0,1.6
2019-01-16,평일,대구,2,176775,171467,-1.9,0,1.6
2019-01-16,평일,대구,3,78387,78204,-1.9,0,1.6
2019-01-16,평일,부산,1,490269,490816,0,0,1.5
2019-01-16,평일,부산,2,345751,344755,0,0,1.5
2019-01-16,평일,부산,3,97651,94363,0,0,1.5
2019-01-16,평일,부산,4,31611,31497,0,0,1.5
2019-01-16,평일,서울,1,297394,291034,-5.2,0,4.1
2019-01-16,평일,서울,2,1702874,1721369,-5.2,0,4.1
2019-01-16,평일,서울,3,613296,610870,-5.2,0,4.1
2019-01-16,평일,서울,4,603382,610421,-5.2,0,4.1
2019-01-16,평일,서울,5,678355,671454,-5.2,0,4.1
2019-01-16,평일,서울,6,377325,370309,-5.2,0,4.1
2019-01-16,평일,서울,7,784540,776371,-5.2,0,4.1
2019-01-16,평일,서울,8,208625,209083,-5.2,0,4.1
2019-01-16,평일,인천,1,211877,209318,-4.9,0.6,4.3
2019-01-16,평일,인천,2,116053,115666,-4.9,0.6,4.3
2019-01-17,평일,광주,1,56553,55188,1.1,0,4.6
2019-01-17,평일,대구,1,206289,208743,1.5,0,5.3
2019-01-17,평일,대구,2,179255,173779,1.5,0,5.3
2019-01-17,평일,대구,3,79180,78867,1.5,0,5.3
2019-01-17,평일,부산,1,500638,501487,2.4,0,0.9
2019-01-17,평일,부산,2,346578,345754,2.4,0,0.9
2019-01-17,평일,부산,3,96986,93556,2.4,0,0.9
2019-01-17,평일,부산,4,31760,31529,2.4,0,0.9
2019-01-17,평일,서울,1,308511,302246,-0.3,0,1.8
2019-01-17,평일,서울,2,1724002,1747000,-0.3,0,1.8
2019-01-17,평일,서울,3,633336,633589,-0.3,0,1.8
2019-01-17,평일,서울,4,614783,621874,-0.3,0,1.8
2019-01-17,평일,서울,5,688406,680994,-0.3,0,1.8
2019-01-17,평일,서울,6,383542,377163,-0.3,0,1.8
2019-01-17,평일,서울,7,794112,784638,-0.3,0,1.8
2019-01-17,평일,서울,8,210992,211765,-0.3,0,1.8
2019-01-17,평일,인천,1,216088,212950,0.6,0.1,1.6
2019-01-17,평일,인천,2,118316,117927,0.6,0.1,1.6
2019-01-18,평일,광주,1,59410,57995,2.4,0,1.4
2019-01-18,평일,대구,1,218856,221715,2.5,0,1.6
2019-01-18,평일,대구,2,186710,180294,2.5,0,1.6
2019-01-18,평일,대구,3,83850,83277,2.5,0,1.6
2019-01-18,평일,부산,1,523592,524974,5.5,0,2.1
2019-01-18,평일,부산,2,366113,364364,5.5,0,2.1
2019-01-18,평일,부산,3,105702,101738,5.5,0,2.1
2019-01-18,평일,부산,4,32773,32473,5.5,0,2.1
2019-01-18,평일,서울,1,325227,320632,0.6,0,3
2019-01-18,평일,서울,2,1787733,1826178,0.6,0,3
2019-01-18,평일,서울,3,663450,661241,0.6,0,3
2019-01-18,평일,서울,4,637150,647277,0.6,0,3
2019-01-18,평일,서울,5,699325,690518,0.6,0,3
2019-01-18,평일,서울,6,397229,392123,0.6,0,3
2019-01-18,평일,서울,7,813331,799855,0.6,0,3
2019-01-18,평일,서울,8,216776,216200,0.6,0,3
2019-01-18,평일,인천,1,224441,221442,1.3,0,2
2019-01-18,평일,인천,2,122260,120862,1.3,0,2
2019-01-19,주말,광주,1,44113,43444,3.6,1.9,8
2019-01-19,주말,대구,1,200286,203847,4.5,0,8.4
2019-01-19,주말,대구,2,153497,147279,4.5,0,8.4
2019-01-19,주말,대구,3,70199,69703,4.5,0,8.4
2019-01-19,주말,부산,1,439731,439503,7.5,0.5,8
2019-01-19,주말,부산,2,309024,308920,7.5,0.5,8
2019-01-19,주말,부산,3,80702,76561,7.5,0.5,8
2019-01-19,주말,부산,4,25608,25371,7.5,0.5,8
2019-01-19,주말,서울,1,265449,264994,3.6,0,7.8
2019-01-19,주말,서울,2,1297441,1319933,3.6,0,7.8
2019-01-19,주말,서울,3,498463,499094,3.6,0,7.8
2019-01-19,주말,서울,4,495376,505922,3.6,0,7.8
2019-01-19,주말,서울,5,469817,459945,3.6,0,7.8
2019-01-19,주말,서울,6,292270,287812,3.6,0,7.8
2019-01-19,주말,서울,7,563161,545340,3.6,0,7.8
2019-01-19,주말,서울,8,155888,154343,3.6,0,7.8
2019-01-19,주말,인천,1,171283,169851,3.8,0,6.6
2019-01-19,주말,인천,2,88265,87369,3.8,0,6.6
2019-01-20,주말,광주,1,30468,29882,2.2,0.3,3
2019-01-20,주말,대구,1,154821,157168,3.4,0.5,2.5
2019-01-20,주말,대구,2,111210,106994,3.4,0.5,2.5
2019-01-20,주말,대구,3,47878,47601,3.4,0.5,2.5
2019-01-20,주말,부산,1,324533,325155,5.5,0.2,2
2019-01-20,주말,부산,2,222710,221600,5.5,0.2,2
2019-01-20,주말,부산,3,56540,54176,5.5,0.2,2
2019-01-20,주말,부산,4,18083,18090,5.5,0.2,2
2019-01-20,주말,서울,1,182675,176204,-1.4,0,1.1
2019-01-20,주말,서울,2,915249,911599,-1.4,0,1.1
2019-01-20,주말,서울,3,343308,347822,-1.4,0,1.1
2019-01-20,주말,서울,4,361728,367874,-1.4,0,1.1
2019-01-20,주말,서울,5,327199,324629,-1.4,0,1.1
2019-01-20,주말,서울,6,217385,209841,-1.4,0,1.1
2019-01-20,주말,서울,7,409579,399859,-1.4,0,1.1
2019-01-20,주말,서울,8,111188,113360,-1.4,0,1.1
2019-01-20,주말,인천,1,124284,123879,-1.4,0,0.6
2019-01-20,주말,인천,2,64731,65929,-1.4,0,0.6
2019-01-21,평일,광주,1,56944,55567,2.1,0,2
2019-01-21,평일,대구,1,207792,210055,1.9,0,0
2019-01-21,평일,대구,2,175236,169777,1.9,0,0
2019-01-21,평일,대구,3,79953,79435,1.9,0,0
2019-01-21,평일,부산,1,491125,491142,2.8,0,0
2019-01-21,평일,부산,2,340854,340467,2.8,0,0
2019-01-21,평일,부산,3,96040,92918,2.8,0,0
2019-01-21,평일,부산,4,31765,31545,2.8,0,0
2019-01-21,평일,서울,1,293122,288484,-1.2,0,4.1
2019-01-21,평일,서울,2,1653861,1674601,-1.2,0,4.1
2019-01-21,평일,서울,3,600149,598511,-1.2,0,4.1
2019-01-21,평일,서울,4,588438,594655,-1.2,0,4.1
2019-01-21,평일,서울,5,662920,657278,-1.2,0,4.1
2019-01-21,평일,서울,6,361919,354732,-1.2,0,4.1
2019-01-21,평일,서울,7,775658,764048,-1.2,0,4.1
2019-01-21,평일,서울,8,204239,204976,-1.2,0,4.1
2019-01-21,평일,인천,1,207747,204827,0.5,0,3.1
2019-01-21,평일,인천,2,114240,113954,0.5,0,3.1
2019-01-22,평일,광주,1,56084,54530,3.4,0,1.3
2019-01-22,평일,대구,1,205325,207576,3.9,0,0
2019-01-22,평일,대구,2,177320,172077,3.9,0,0
2019-01-22,평일,대구,3,81663,81036,3.9,0,0
2019-01-22,평일,부산,1,502568,503355,5.5,0,0
2019-01-22,평일,부산,2,347470,346337,5.5,0,0
2019-01-22,평일,부산,3,98513,95038,5.5,0,0
2019-01-22,평일,부산,4,31980,31850,5.5,0,0
2019-01-22,평일,서울,1,305177,300483,1.7,0,1.1
2019-01-22,평일,서울,2,1700496,1717964,1.7,0,1.1
2019-01-22,평일,서울,3,615487,612716,1.7,0,1.1
2019-01-22,평일,서울,4,607390,615346,1.7,0,1.1
2019-01-22,평일,서울,5,681570,674623,1.7,0,1.1
2019-01-22,평일,서울,6,375831,368513,1.7,0,1.1
2019-01-22,평일,서울,7,790714,782040,1.7,0,1.1
2019-01-22,평일,서울,8,208230,209200,1.7,0,1.1
2019-01-22,평일,인천,1,211587,209248,3.4,0,0.6
2019-01-22,평일,인천,2,117121,116581,3.4,0,0.6
2019-01-23,평일,광주,1,56810,55336,4.4,0,1.4
2019-01-23,평일,대구,1,207950,210384,4.2,0,0
2019-01-23,평일,대구,2,178727,173306,4.2,0,0
2019-01-23,평일,대구,3,81414,80813,4.2,0,0
2019-01-23,평일,부산,1,493753,493982,6.5,0,0
2019-01-23,평일,부산,2,351835,350535,6.5,0,0
2019-01-23,평일,부산,3,102017,98902,6.5,0,0
2019-01-23,평일,부산,4,31652,31865,6.5,0,0
2019-01-23,평일,서울,1,306208,299961,2,0,0.9
2019-01-23,평일,서울,2,1734134,1754632,2,0,0.9
2019-01-23,평일,서울,3,619423,618332,2,0,0.9
2019-01-23,평일,서울,4,615648,623610,2,0,0.9
2019-01-23,평일,서울,5,688237,681585,2,0,0.9
2019-01-23,평일,서울,6,379837,372477,2,0,0.9
2019-01-23,평일,서울,7,797234,786572,2,0,0.9
2019-01-23,평일,서울,8,210857,210999,2,0,0.9
2019-01-23,평일,인천,1,214099,211489,2.7,0,0
2019-01-23,평일,인천,2,118008,118183,2.7,0,0
2019-01-24,평일,광주,1,56557,55207,2.8,0,0
2019-01-24,평일,대구,1,204074,206348,2.8,0,0
2019-01-24,평일,대구,2,177506,171903,2.8,0,0
2019-01-24,평일,대구,3,80417,80215,2.8,0,0
2019-01-24,평일,부산,1,495259,496159,5.7,0,0
2019-01-24,평일,부산,2,347902,347535,5.7,0,0
2019-01-24,평일,부산,3,97269,94097,5.7,0,0
2019-01-24,평일,부산,4,31615,31597,5.7,0,0
2019-01-24,평일,서울,1,310808,305286,0.1,0,2.1
2019-01-24,평일,서울,2,1740577,1761417,0.1,0,2.1
2019-01-24,평일,서울,3,629248,626899,0.1,0,2.1
2019-01-24,평일,서울,4,617172,625523,0.1,0,2.1
2019-01-24,평일,서울,5,689242,681505,0.1,0,2.1
2019-01-24,평일,서울,6,379905,373499,0.1,0,2.1
2019-01-24,평일,서울,7,794724,784413,0.1,0,2.1
2019-01-24,평일,서울,8,215327,215752,0.1,0,2.1
2019-01-24,평일,인천,1,212782,210361,0.2,0,0.8
2019-01-24,평일,인천,2,118115,117593,0.2,0,0.8
2019-01-25,평일,광주,1,59494,58196,0.9,0,6.5
2019-01-25,평일,대구,1,217983,220612,1.1,0,3.8
2019-01-25,평일,대구,2,184618,179075,1.1,0,3.8
2019-01-25,평일,대구,3,83617,83008,1.1,0,3.8
2019-01-25,평일,부산,1,520333,521584,4.2,0,4.8
2019-01-25,평일,부산,2,363101,361836,4.2,0,4.8
2019-01-25,평일,부산,3,102247,98375,4.2,0,4.8
2019-01-25,평일,부산,4,32826,32806,4.2,0,4.8
2019-01-25,평일,서울,1,329386,322700,-1.2,0,1.3
2019-01-25,평일,서울,2,1819400,1851435,-1.2,0,1.3
2019-01-25,평일,서울,3,665102,660144,-1.2,0,1.3
2019-01-25,평일,서울,4,643834,655656,-1.2,0,1.3
2019-01-25,평일,서울,5,705227,695829,-1.2,0,1.3
2019-01-25,평일,서울,6,397149,393910,-1.2,0,1.3
2019-01-25,평일,서울,7,819390,806869,-1.2,0,1.3
2019-01-25,평일,서울,8,219445,218927,-1.2,0,1.3
2019-01-25,평일,인천,1,222128,218786,-1.1,0,0.8
2019-01-25,평일,인천,2,121753,120707,-1.1,0,0.8
2019-01-26,주말,광주,1,45310,44403,-0.5,0,1.4
2019-01-26,주말,대구,1,201536,205222,-0.3,0,0
