일자,요일,지역,호선,승차,하차,기온,강수량,전운량
2019-05-14,평일,서울,7,862825,857301,19.6,0,1.6
2019-05-14,평일,서울,8,232837,230823,19.6,0,1.6
2019-05-14,평일,인천,1,239242,236236,18.1,0,2.4
2019-05-14,평일,인천,2,136518,136026,18.1,0,2.4
2019-05-15,평일,광주,1,62650,61324,23.2,0,6.8
2019-05-15,평일,대구,1,228340,231250,22.7,0,6.5
2019-05-15,평일,대구,2,222499,216031,22.7,0,6.5
2019-05-15,평일,대구,3,91535,90929,22.7,0,6.5
2019-05-15,평일,부산,1,540232,540436,21.6,0,5.8
2019-05-15,평일,부산,2,391696,392206,21.6,0,5.8
2019-05-15,평일,부산,3,111757,107301,21.6,0,5.8
2019-05-15,평일,부산,4,36601,36182,21.6,0,5.8
2019-05-15,평일,서울,1,309558,305342,20.7,0,4.5
2019-05-15,평일,서울,2,1810689,1841817,20.7,0,4.5
2019-05-15,평일,서울,3,667037,664148,20.7,0,4.5
2019-05-15,평일,서울,4,688238,693589,20.7,0,4.5
2019-05-15,평일,서울,5,760572,752687,20.7,0,4.5
2019-05-15,평일,서울,6,432121,426712,20.7,0,4.5
2019-05-15,평일,서울,7,882097,873629,20.7,0,4.5
2019-05-15,평일,서울,8,238708,238214,20.7,0,4.5
2019-05-15,평일,인천,1,242347,238909,18.6,0,5.5
2019-05-15,평일,인천,2,141137,140707,18.6,0,5.5
2019-05-16,평일,광주,1,61600,60025,23.3,0,4.9
2019-05-16,평일,대구,1,220052,222571,23.2,0,5.9
2019-05-16,평일,대구,2,211686,205865,23.2,0,5.9
2019-05-16,평일,대구,3,87024,86582,23.2,0,5.9
2019-05-16,평일,부산,1,529014,528093,21.7,0,5
2019-05-16,평일,부산,2,376953,378004,21.7,0,5
2019-05-16,평일,부산,3,109603,105943,21.7,0,5
2019-05-16,평일,부산,4,35502,35250,21.7,0,5
2019-05-16,평일,서울,1,307242,303607,23.5,0,2.5
2019-05-16,평일,서울,2,1806562,1842049,23.5,0,2.5
2019-05-16,평일,서울,3,654922,651512,23.5,0,2.5
2019-05-16,평일,서울,4,673362,679781,23.5,0,2.5
2019-05-16,평일,서울,5,725016,716631,23.5,0,2.5
2019-05-16,평일,서울,6,425653,420145,23.5,0,2.5
2019-05-16,평일,서울,7,862931,855612,23.5,0,2.5
2019-05-16,평일,서울,8,226626,225441,23.5,0,2.5
2019-05-16,평일,인천,1,240610,235954,21,0,3.1
2019-05-16,평일,인천,2,136777,136630,21,0,3.1
2019-05-17,평일,광주,1,71154,69494,21.2,9.2,7.3
2019-05-17,평일,대구,1,234188,238795,22.5,0,7.1
2019-05-17,평일,대구,2,216980,209081,22.5,0,7.1
2019-05-17,평일,대구,3,90481,89675,22.5,0,7.1
2019-05-17,평일,부산,1,567376,566869,21.1,0,7.5
2019-05-17,평일,부산,2,398109,399432,21.1,0,7.5
2019-05-17,평일,부산,3,110453,105910,21.1,0,7.5
2019-05-17,평일,부산,4,35813,35578,21.1,0,7.5
2019-05-17,평일,서울,1,320791,318786,23.6,0,7.5
2019-05-17,평일,서울,2,1862935,1907186,23.6,0,7.5
2019-05-17,평일,서울,3,696998,692689,23.6,0,7.5
2019-05-17,평일,서울,4,700188,710632,23.6,0,7.5
2019-05-17,평일,서울,5,743563,733881,23.6,0,7.5
2019-05-17,평일,서울,6,435141,431033,23.6,0,7.5
2019-05-17,평일,서울,7,878461,867165,23.6,0,7.5
2019-05-17,평일,서울,8,235109,234113,23.6,0,7.5
2019-05-17,평일,인천,1,258716,253868,21.5,0,8.1
2019-05-17,평일,인천,2,140078,139802,21.5,0,8.1
2019-05-18,주말,광주,1,55501,54241,18.7,40.1,9.3
2019-05-18,주말,대구,1,197382,201879,18.1,16,9.6
2019-05-18,주말,대구,2,155007,148032,18.1,16,9.6
2019-05-18,주말,대구,3,69193,68284,18.1,16,9.6
2019-05-18,주말,부산,1,395686,395774,17.7,37.1,9.8
2019-05-18,주말,부산,2,292088,292917,17.7,37.1,9.8
2019-05-18,주말,부산,3,77116,73576,17.7,37.1,9.8
2019-05-18,주말,부산,4,23266,22738,17.7,37.1,9.8
2019-05-18,주말,서울,1,275490,276285,22.8,0,8.5
2019-05-18,주말,서울,2,1413970,1441707,22.8,0,8.5
2019-05-18,주말,서울,3,547679,548637,22.8,0,8.5
2019-05-18,주말,서울,4,556468,567937,22.8,0,8.5
2019-05-18,주말,서울,5,539514,529523,22.8,0,8.5
2019-05-18,주말,서울,6,361272,362912,22.8,0,8.5
2019-05-18,주말,서울,7,635134,614877,22.8,0,8.5
2019-05-18,주말,서울,8,164634,163509,22.8,0,8.5
2019-05-18,주말,인천,1,200432,199191,21,0,8.8
2019-05-18,주말,인천,2,103279,102198,21,0,8.8
2019-05-19,주말,광주,1,35190,34438,20.9,0,9.4
2019-05-19,주말,대구,1,166340,167738,19.6,2.5,9.4
2019-05-19,주말,대구,2,121494,117543,19.6,2.5,9.4
2019-05-19,주말,대구,3,52187,52024,19.6,2.5,9.4
2019-05-19,주말,부산,1,333320,334504,19.4,8.4,10
2019-05-19,주말,부산,2,244493,243160,19.4,8.4,10
2019-05-19,주말,부산,3,60243,57547,19.4,8.4,10
2019-05-19,주말,부산,4,19028,19145,19.4,8.4,10
2019-05-19,주말,서울,1,164640,160300,19.4,22,10
2019-05-19,주말,서울,2,935606,932755,19.4,22,10
2019-05-19,주말,서울,3,346957,348577,19.4,22,10
2019-05-19,주말,서울,4,364286,373480,19.4,22,10
2019-05-19,주말,서울,5,331974,328326,19.4,22,10
2019-05-19,주말,서울,6,221533,221936,19.4,22,10
2019-05-19,주말,서울,7,414715,400840,19.4,22,10
2019-05-19,주말,서울,8,118077,119661,19.4,22,10
2019-05-19,주말,인천,1,129769,130153,19.2,14.4,10
2019-05-19,주말,인천,2,65909,66809,19.2,14.4,10
2019-05-20,평일,광주,1,62160,60736,16.3,1.6,4.5
2019-05-20,평일,대구,1,216132,217093,18.8,0.2,5.3
2019-05-20,평일,대구,2,198840,194490,18.8,0.2,5.3
2019-05-20,평일,대구,3,86409,86088,18.8,0.2,5.3
2019-05-20,평일,부산,1,522192,522149,19,1.1,6.3
2019-05-20,평일,부산,2,367722,368134,19,1.1,6.3
2019-05-20,평일,부산,3,104130,100328,19,1.1,6.3
2019-05-20,평일,부산,4,35750,35547,19,1.1,6.3
2019-05-20,평일,서울,1,300509,297797,16.4,8.7,4.5
2019-05-20,평일,서울,2,1706030,1732631,16.4,8.7,4.5
2019-05-20,평일,서울,3,629455,629516,16.4,8.7,4.5
2019-05-20,평일,서울,4,648365,654024,16.4,8.7,4.5
2019-05-20,평일,서울,5,706347,698474,16.4,8.7,4.5
2019-05-20,평일,서울,6,405487,399801,16.4,8.7,4.5
2019-05-20,평일,서울,7,844355,834075,16.4,8.7,4.5
2019-05-20,평일,서울,8,221863,221135,16.4,8.7,4.5
2019-05-20,평일,인천,1,230500,227647,15.1,8.3,3.6
2019-05-20,평일,인천,2,132336,131582,15.1,8.3,3.6
2019-05-21,평일,광주,1,62894,61464,17.1,0,0
2019-05-21,평일,대구,1,221490,223125,18.6,0,0.1
2019-05-21,평일,대구,2,215528,210535,18.6,0,0.1
2019-05-21,평일,대구,3,89252,88864,18.6,0,0.1
2019-05-21,평일,부산,1,532546,533186,17.9,0,0.3
2019-05-21,평일,부산,2,381870,382433,17.9,0,0.3
2019-05-21,평일,부산,3,106877,102618,17.9,0,0.3
2019-05-21,평일,부산,4,36516,36044,17.9,0,0.3
2019-05-21,평일,서울,1,306849,303405,17.2,0,0
2019-05-21,평일,서울,2,1758296,1783229,17.2,0,0
2019-05-21,평일,서울,3,647710,646656,17.2,0,0
2019-05-21,평일,서울,4,667269,673883,17.2,0,0
2019-05-21,평일,서울,5,720919,712739,17.2,0,0
2019-05-21,평일,서울,6,420999,414819,17.2,0,0
2019-05-21,평일,서울,7,861085,852158,17.2,0,0
2019-05-21,평일,서울,8,226423,225558,17.2,0,0
2019-05-21,평일,인천,1,235617,233152,15.8,0,0
2019-05-21,평일,인천,2,135316,134984,15.8,0,0
2019-05-22,평일,광주,1,61625,60184,20.2,0,0
2019-05-22,평일,대구,1,221480,223041,21.4,0,0
2019-05-22,평일,대구,2,218658,213821,21.4,0,0
2019-05-22,평일,대구,3,88790,88385,21.4,0,0
2019-05-22,평일,부산,1,534171,534689,19.7,0,0
2019-05-22,평일,부산,2,386592,387362,19.7,0,0
2019-05-22,평일,부산,3,108193,103641,19.7,0,0
2019-05-22,평일,부산,4,35495,35327,19.7,0,0
2019-05-22,평일,서울,1,306135,301153,19.5,0,1.4
2019-05-22,평일,서울,2,1767286,1791058,19.5,0,1.4
2019-05-22,평일,서울,3,653233,652056,19.5,0,1.4
2019-05-22,평일,서울,4,671588,677358,19.5,0,1.4
2019-05-22,평일,서울,5,726974,718965,19.5,0,1.4
2019-05-22,평일,서울,6,425400,419914,19.5,0,1.4
2019-05-22,평일,서울,7,858991,852849,19.5,0,1.4
2019-05-22,평일,서울,8,226592,225206,19.5,0,1.4
2019-05-22,평일,인천,1,236764,233223,17.6,0,1.1
2019-05-22,평일,인천,2,136194,135480,17.6,0,1.1
2019-05-23,평일,광주,1,61721,60305,22.2,0,0.5
2019-05-23,평일,대구,1,216710,218907,23.2,0,0.8
2019-05-23,평일,대구,2,216031,210770,23.2,0,0.8
2019-05-23,평일,대구,3,86862,86416,23.2,0,0.8
2019-05-23,평일,부산,1,530347,529765,19.3,0,0.8
2019-05-23,평일,부산,2,391855,393228,19.3,0,0.8
2019-05-23,평일,부산,3,111111,107130,19.3,0,0.8
2019-05-23,평일,부산,4,35273,35016,19.3,0,0.8
2019-05-23,평일,서울,1,308032,304846,22.1,0,0
2019-05-23,평일,서울,2,1773703,1801815,22.1,0,0
2019-05-23,평일,서울,3,655073,654635,22.1,0,0
2019-05-23,평일,서울,4,672724,679547,22.1,0,0
2019-05-23,평일,서울,5,723677,716124,22.1,0,0
2019-05-23,평일,서울,6,422567,417231,22.1,0,0
2019-05-23,평일,서울,7,861158,853222,22.1,0,0
2019-05-23,평일,서울,8,227145,225886,22.1,0,0
2019-05-23,평일,인천,1,235829,232307,19.5,0,0
2019-05-23,평일,인천,2,136250,136176,19.5,0,0
2019-05-24,평일,광주,1,64615,63188,23.6,0,1.9
2019-05-24,평일,대구,1,232855,236235,25.5,0,0
2019-05-24,평일,대구,2,220055,213621,25.5,0,0
2019-05-24,평일,대구,3,89258,88335,25.5,0,0
2019-05-24,평일,부산,1,560333,560320,20.9,0,0
2019-05-24,평일,부산,2,403395,404848,20.9,0,0
2019-05-24,평일,부산,3,113718,109336,20.9,0,0
2019-05-24,평일,부산,4,36330,35465,20.9,0,0
2019-05-24,평일,서울,1,324615,322538,24.2,0,1.4
2019-05-24,평일,서울,2,1874348,1916172,24.2,0,1.4
2019-05-24,평일,서울,3,696027,694016,24.2,0,1.4
2019-05-24,평일,서울,4,698185,707516,24.2,0,1.4
2019-05-24,평일,서울,5,746934,737181,24.2,0,1.4
2019-05-24,평일,서울,6,438086,437867,24.2,0,1.4
2019-05-24,평일,서울,7,893956,880233,24.2,0,1.4
2019-05-24,평일,서울,8,238545,236382,24.2,0,1.4
2019-05-24,평일,인천,1,246580,241949,22.2,0,1
2019-05-24,평일,인천,2,139846,139303,22.2,0,1
2019-05-25,주말,광주,1,55510,54186,23,0,6.8
2019-05-25,주말,대구,1,218455,224680,25.9,0,7.1
2019-05-25,주말,대구,2,187182,177417,25.9,0,7.1
2019-05-25,주말,대구,3,78411,77442,25.9,0,7.1
2019-05-25,주말,부산,1,476997,477444,23.4,0,7.3
2019-05-25,주말,부산,2,363531,363530,23.4,0,7.3
2019-05-25,주말,부산,3,95148,91056,23.4,0,7.3
2019-05-25,주말,부산,4,28437,27737,23.4,0,7.3
2019-05-25,주말,서울,1,278525,280441,23.4,0,7.9
2019-05-25,주말,서울,2,1431134,1458771,23.4,0,7.9
2019-05-25,주말,서울,3,552658,549795,23.4,0,7.9
2019-05-25,주말,서울,4,552324,563517,23.4,0,7.9
2019-05-25,주말,서울,5,544251,531899,23.4,0,7.9
2019-05-25,주말,서울,6,347872,350671,23.4,0,7.9
2019-05-25,주말,서울,7,664080,641530,23.4,0,7.9
2019-05-25,주말,서울,8,173328,177027,23.4,0,7.9
2019-05-25,주말,인천,1,192874,190829,21.7,0,7.3
2019-05-25,주말,인천,2,104983,103800,21.7,0,7.3
2019-05-26,주말,광주,1,37839,37060,22.6,0.3,8.3
2019-05-26,주말,대구,1,170418,171720,25.5,0,6.3
2019-05-26,주말,대구,2,131409,127275,25.5,0,6.3
2019-05-26,주말,대구,3,55817,55877,25.5,0,6.3
2019-05-26,주말,부산,1,356434,357999,22,0,7
2019-05-26,주말,부산,2,264184,263095,22,0,7
2019-05-26,주말,부산,3,68194,64897,22,0,7
2019-05-26,주말,부산,4,20125,20202,22,0,7
2019-05-26,주말,서울,1,190512,185882,24.5,0,6
2019-05-26,주말,서울,2,1037299,1039107,24.5,0,6
2019-05-26,주말,서울,3,377716,381707,24.5,0,6
2019-05-26,주말,서울,4,406186,416321,24.5,0,6
2019-05-26,주말,서울,5,382027,376267,24.5,0,6
2019-05-26,주말,서울,6,255575,254595,24.5,0,6
2019-05-26,주말,서울,7,495048,480617,24.5,0,6
2019-05-26,주말,서울,8,124115,126244,24.5,0,6
2019-05-26,주말,인천,1,138387,138684,23.2,0,6.3
2019-05-26,주말,인천,2,76928,77803,23.2,0,6.3
2019-05-27,평일,광주,1,53788,52590,17.7,25.6,9.3
2019-05-27,평일,대구,1,201917,203049,21,5.5,9.3
2019-05-27,평일,대구,2,189505,184932,21,5.5,9.3
2019-05-27,평일,대구,3,79136,78951,21,5.5,9.3
2019-05-27,평일,부산,1,423494,423949,19.3,28.4,9.9
2019-05-27,평일,부산,2,310680,311408,19.3,28.4,9.9
2019-05-27,평일,부산,3,87028,83846,19.3,28.4,9.9
2019-05-27,평일,부산,4,28149,27938,19.3,28.4,9.9
2019-05-27,평일,서울,1,277592,273955,17.8,7.1,8.6
2019-05-27,평일,서울,2,1638682,1662903,17.8,7.1,8.6
2019-05-27,평일,서울,3,600497,600387,17.8,7.1,8.6
2019-05-27,평일,서울,4,614543,620834,17.8,7.1,8.6
2019-05-27,평일,서울,5,673045,665033,17.8,7.1,8.6
2019-05-27,평일,서울,6,386462,380746,17.8,7.1,8.6
2019-05-27,평일,서울,7,809233,798644,17.8,7.1,8.6
2019-05-27,평일,서울,8,212349,211640,17.8,7.1,8.6
2019-05-27,평일,인천,1,216293,213092,17.4,10.5,8.4
2019-05-27,평일,인천,2,122096,121159,17.4,10.5,8.4
2019-05-28,평일,광주,1,62168,60699,17.3,0,5.5
2019-05-28,평일,대구,1,217130,218967,19.5,0,4.9
2019-05-28,평일,대구,2,207794,202497,19.5,0,4.9
2019-05-28,평일,대구,3,87835,87347,19.5,0,4.9
2019-05-28,평일,부산,1,534154,534408,18,0,7.1
2019-05-28,평일,부산,2,382342,382966,18,0,7.1
2019-05-28,평일,부산,3,111757,107945,18,0,7.1
2019-05-28,평일,부산,4,36934,36430,18,0,7.1
2019-05-28,평일,서울,1,305196,302513,18.1,0,2.1
2019-05-28,평일,서울,2,1750656,1775716,18.1,0,2.1
2019-05-28,평일,서울,3,644096,642513,18.1,0,2.1
2019-05-28,평일,서울,4,665419,671606,18.1,0,2.1
2019-05-28,평일,서울,5,723222,715648,18.1,0,2.1
2019-05-28,평일,서울,6,422501,416352,18.1,0,2.1
2019-05-28,평일,서울,7,859400,851961,18.1,0,2.1
2019-05-28,평일,서울,8,225650,224318,18.1,0,2.1
2019-05-28,평일,인천,1,241460,238469,17.2,0,2.5
2019-05-28,평일,인천,2,136929,136339,17.2,0,2.5
2019-05-29,평일,광주,1,61702,60067,19.8,0,0
2019-05-29,평일,대구,1,218083,219237,22.5,0,0.8
2019-05-29,평일,대구,2,206718,201471,22.5,0,0.8
2019-05-29,평일,대구,3,87724,87194,22.5,0,0.8
2019-05-29,평일,부산,1,524606,525413,20.6,0,0.8
2019-05-29,평일,부산,2,376842,377126,20.6,0,0.8
2019-05-29,평일,부산,3,105627,101368,20.6,0,0.8
2019-05-29,평일,부산,4,35809,35411,20.6,0,0.8
2019-05-29,평일,서울,1,302574,299890,20.3,0,0.4
2019-05-29,평일,서울,2,1764042,1791225,20.3,0,0.4
2019-05-29,평일,서울,3,644067,643394,20.3,0,0.4
2019-05-29,평일,서울,4,665746,668923,20.3,0,0.4
2019-05-29,평일,서울,5,724420,716644,20.3,0,0.4
2019-05-29,평일,서울,6,417836,411882,20.3,0,0.4
2019-05-29,평일,서울,7,853770,846135,20.3,0,0.4
2019-05-29,평일,서울,8,229829,227818,20.3,0,0.4
2019-05-29,평일,인천,1,239570,236073,18.4,0,0.5
2019-05-29,평일,인천,2,135641,135264,18.4,0,0.5
2019-05-30,평일,광주,1,60951,59514,20.4,0,7.1
2019-05-30,평일,대구,1,215186,217135,23.2,0,6.6
2019-05-30,평일,대구,2,204047,199257,23.2,0,6.6
2019-05-30,평일,대구,3,84874,84802,23.2,0,6.6
2019-05-30,평일,부산,1,521950,522048,22.5,0,6.5
2019-05-30,평일,부산,2,378243,378951,22.5,0,6.5
2019-05-30,평일,부산,3,105002,100739,22.5,0,6.5
2019-05-30,평일,부산,4,34572,34237,22.5,0,6.5
2019-05-30,평일,서울,1,301663,297980,19.6,0,7.9
2019-05-30,평일,서울,2,1757469,1781832,19.6,0,7.9
2019-05-30,평일,서울,3,646905,644568,19.6,0,7.9
2019-05-30,평일,서울,4,667610,673660,19.6,0,7.9
2019-05-30,평일,서울,5,715122,708603,19.6,0,7.9
2019-05-30,평일,서울,6,414902,409215,19.6,0,7.9
2019-05-30,평일,서울,7,850105,843850,19.6,0,7.9
2019-05-30,평일,서울,8,225517,224730,19.6,0,7.9
2019-05-30,평일,인천,1,236491,232655,18.4,0,8.4
2019-05-30,평일,인천,2,133897,133356,18.4,0,8.4
2019-05-31,평일,광주,1,63113,61592,17.7,2,6.5
2019-05-31,평일,대구,1,227148,230510,19.9,1.5,5.5
2019-05-31,평일,대구,2,209928,203107,19.9,1.5,5.5
2019-05-31,평일,대구,3,90210,89432,19.9,1.5,5.5
2019-05-31,평일,부산,1,539245,538180,18.4,1.1,5.8
2019-05-31,평일,부산,2,390668,392201,18.4,1.1,5.8
2019-05-31,평일,부산,3,111488,107054,18.4,1.1,5.8
2019-05-31,평일,부산,4,34358,33844,18.4,1.1,5.8
2019-05-31,평일,서울,1,319849,318485,19.1,0,2.3
2019-05-31,평일,서울,2,1826537,1867242,19.1,0,2.3
2019-05-31,평일,서울,3,682574,681615,19.1,0,2.3
2019-05-31,평일,서울,4,691278,701950,19.1,0,2.3
2019-05-31,평일,서울,5,726554,721803,19.1,0,2.3
2019-05-31,평일,서울,6,393630,418915,19.1,0,2.3
2019-05-31,평일,서울,7,867892,857100,19.1,0,2.3
2019-05-31,평일,서울,8,231242,230036,19.1,0,2.3
2019-05-31,평일,인천,1,249272,245409,17.7,0,1.6
2019-05-31,평일,인천,2,139279,138739,17.7,0,1.6
2019-06-01,주말,광주,1,49513,48198,19.6,0,6.3
2019-06-01,주말,대구,1,208011,211955,21.3,0,6.1
2019-06-01,주말,대구,2,169369,162706,21.3,0,6.1
2019-06-01,주말,대구,3,78214,77080,21.3,0,6.1
2019-06-01,주말,부산,1,454427,453630,19.8,0,8.5
2019-06-01,주말,부산,2,335221,337240,19.8,0,8.5
2019-06-01,주말,부산,3,89553,84886,19.8,0,8.5
2019-06-01,주말,부산,4,27030,26588,19.8,0,8.5
2019-06-01,주말,서울,1,285693,288990,18.9,0,5.5
2019-06-01,주말,서울,2,1381334,1406124,18.9,0,5.5
2019-06-01,주말,서울,3,528098,528794,18.9,0,5.5
2019-06-01,주말,서울,4,555268,564578,18.9,0,5.5
2019-06-01,주말,서울,5,521879,507091,18.9,0,5.5
2019-06-01,주말,서울,6,323789,318479,18.9,0,5.5
2019-06-01,주말,서울,7,621525,601671,18.9,0,5.5
2019-06-01,주말,서울,8,163884,163271,18.9,0,5.5
2019-06-01,주말,인천,1,196045,194391,17,0,6.8
2019-06-01,주말,인천,2,103159,102013,17,0,6.8
2019-06-02,주말,광주,1,34773,34015,21.8,0,2.9
2019-06-02,주말,대구,1,161695,163510,23.2,0,4.1
2019-06-02,주말,대구,2,122790,118780,23.2,0,4.1
2019-06-02,주말,대구,3,51807,51468,23.2,0,4.1
2019-06-02,주말,부산,1,352515,353847,20.9,0,5.9
2019-06-02,주말,부산,2,244837,243597,20.9,0,5.9
2019-06-02,주말,부산,3,64623,61913,20.9,0,5.9
2019-06-02,주말,부산,4,19542,19386,20.9,0,5.9
2019-06-02,주말,서울,1,185181,180241,21.1,0,0.6
2019-06-02,주말,서울,2,964753,962272,21.1,0,0.6
2019-06-02,주말,서울,3,357762,362056,21.1,0,0.6
2019-06-02,주말,서울,4,388659,398942,21.1,0,0.6
2019-06-02,주말,서울,5,361105,357770,21.1,0,0.6
2019-06-02,주말,서울,6,237276,229078,21.1,0,0.6
2019-06-02,주말,서울,7,454153,442933,21.1,0,0.6
2019-06-02,주말,서울,8,120845,122758,21.1,0,0.6
2019-06-02,주말,인천,1,142213,142712,19.5,0,0.5
2019-06-02,주말,인천,2,75904,77103,19.5,0,0.5
2019-06-03,평일,광주,1,59813,58302,23.1,0,0
2019-06-03,평일,대구,1,216191,217391,25.4,0,0
2019-06-03,평일,대구,2,200900,196379,25.4,0,0
2019-06-03,평일,대구,3,84789,84232,25.4,0,0
2019-06-03,평일,부산,1,513180,512993,21.3,0,2
2019-06-03,평일,부산,2,369540,370426,21.3,0,2
2019-06-03,평일,부산,3,106689,102899,21.3,0,2
2019-06-03,평일,부산,4,35660,35382,21.3,0,2
2019-06-03,평일,서울,1,293071,291199,23.1,0,0.6
2019-06-03,평일,서울,2,1681982,1709141,23.1,0,0.6
2019-06-03,평일,서울,3,624870,624013,23.1,0,0.6
2019-06-03,평일,서울,4,640022,645256,23.1,0,0.6
2019-06-03,평일,서울,5,696108,689482,23.1,0,0.6
2019-06-03,평일,서울,6,400428,393880,23.1,0,0.6
2019-06-03,평일,서울,7,837671,827351,23.1,0,0.6
2019-06-03,평일,서울,8,220166,219485,23.1,0,0.6
2019-06-03,평일,인천,1,229264,225627,21.2,0,1.5
2019-06-03,평일,인천,2,133483,132154,21.2,0,1.5
2019-06-04,평일,광주,1,61044,59516,23.9,0,0.5
2019-06-04,평일,대구,1,215139,217104,27.1,0,0
2019-06-04,평일,대구,2,209126,203525,27.1,0,0
2019-06-04,평일,대구,3,85791,85652,27.1,0,0
2019-06-04,평일,부산,1,515480,515305,23.4,0,0
2019-06-04,평일,부산,2,374681,375524,23.4,0,0
2019-06-04,평일,부산,3,104506,100712,23.4,0,0
2019-06-04,평일,부산,4,35088,34932,23.4,0,0
2019-06-04,평일,서울,1,297596,294378,22.6,0,3
2019-06-04,평일,서울,2,1729973,1753361,22.6,0,3
2019-06-04,평일,서울,3,637063,634980,22.6,0,3
2019-06-04,평일,서울,4,655584,660841,22.6,0,3
2019-06-04,평일,서울,5,711764,703754,22.6,0,3
2019-06-04,평일,서울,6,409200,402659,22.6,0,3
2019-06-04,평일,서울,7,851095,844272,22.6,0,3
2019-06-04,평일,서울,8,227290,225512,22.6,0,3
2019-06-04,평일,인천,1,232298,228821,20.6,0,4.4
2019-06-04,평일,인천,2,134133,133240,20.6,0,4.4
2019-06-05,평일,광주,1,63919,62355,24.3,0,2.6
2019-06-05,평일,대구,1,230977,234084,27.4,0,1.6
2019-06-05,평일,대구,2,216639,210478,27.4,0,1.6
2019-06-05,평일,대구,3,88338,87553,27.4,0,1.6
2019-06-05,평일,부산,1,540514,541195,23.9,0,1.6
2019-06-05,평일,부산,2,392001,392733,23.9,0,1.6
2019-06-05,평일,부산,3,109002,104138,23.9,0,1.6
2019-06-05,평일,부산,4,36127,35692,23.9,0,1.6
2019-06-05,평일,서울,1,312829,312276,23,0,5.4
2019-06-05,평일,서울,2,1801875,1841456,23,0,5.4
2019-06-05,평일,서울,3,667635,667526,23,0,5.4
2019-06-05,평일,서울,4,682165,689980,23,0,5.4
2019-06-05,평일,서울,5,735564,724444,23,0,5.4
2019-06-05,평일,서울,6,429567,424790,23,0,5.4
2019-06-05,평일,서울,7,867970,857078,23,0,5.4
2019-06-05,평일,서울,8,230010,227761,23,0,5.4
2019-06-05,평일,인천,1,244228,239653,19.5,0,6.9
2019-06-05,평일,인천,2,138836,137348,19.5,0,6.9
2019-06-06,평일,광주,1,38734,37765,21.8,27.2,8.4
2019-06-06,평일,대구,1,173021,175379,24.3,4.5,8.4
2019-06-06,평일,대구,2,142025,136787,24.3,4.5,8.4
2019-06-06,평일,대구,3,64384,63890,24.3,4.5,8.4
2019-06-06,평일,부산,1,381208,379616,22.1,28,7.1
2019-06-06,평일,부산,2,269567,271723,22.1,28,7.1
2019-06-06,평일,부산,3,68035,64777,22.1,28,7.1
2019-06-06,평일,부산,4,23474,23240,22.1,28,7.1
2019-06-06,평일,서울,1,209277,211468,21.2,7.5,9.1
2019-06-06,평일,서울,2,1029436,1032147,21.2,7.5,9.1
2019-06-06,평일,서울,3,378346,382986,21.2,7.5,9.1
2019-06-06,평일,서울,4,460265,473830,21.2,7.5,9.1
2019-06-06,평일,서울,5,381945,375269,21.2,7.5,9.1
2019-06-06,평일,서울,6,254163,246634,21.2,7.5,9.1
2019-06-06,평일,서울,7,460497,449785,21.2,7.5,9.1
2019-06-06,평일,서울,8,129355,129749,21.2,7.5,9.1
2019-06-06,평일,인천,1,146815,145181,19.5,5.9,9.6
2019-06-06,평일,인천,2,78560,79007,19.5,5.9,9.6
2019-06-07,평일,광주,1,55787,54457,19.3,5.5,9.6
2019-06-07,평일,대구,1,206429,209933,18.5,7,9.8
2019-06-07,평일,대구,2,185515,179105,18.5,7,9.8
2019-06-07,평일,대구,3,78591,77391,18.5,7,9.8
2019-06-07,평일,부산,1,493504,492368,18.7,45.7,10
2019-06-07,평일,부산,2,357335,355131,18.7,45.7,10
2019-06-07,평일,부산,3,116221,115950,18.7,45.7,10
2019-06-07,평일,부산,4,31871,31561,18.7,45.7,10
2019-06-07,평일,서울,1,285413,284540,20,35.3,7.4
2019-06-07,평일,서울,2,1626383,1659368,20,35.3,7.4
2019-06-07,평일,서울,3,590998,592181,20,35.3,7.4
2019-06-07,평일,서울,4,619993,629502,20,35.3,7.4
2019-06-07,평일,서울,5,635713,627349,20,35.3,7.4
2019-06-07,평일,서울,6,379614,373176,20,35.3,7.4
2019-06-07,평일,서울,7,755684,742811,20,35.3,7.4
2019-06-07,평일,서울,8,202646,201880,20,35.3,7.4
2019-06-07,평일,인천,1,213579,209814,19.9,26.8,7
2019-06-07,평일,인천,2,117427,117140,19.9,26.8,7
2019-06-08,주말,광주,1,49565,48246,20.8,0,7.8
2019-06-08,주말,대구,1,200304,203959,21.1,0,6.6
2019-06-08,주말,대구,2,165288,159057,21.1,0,6.6
2019-06-08,주말,대구,3,75628,75064,21.1,0,6.6
2019-06-08,주말,부산,1,453827,455234,19.1,0,7.1
2019-06-08,주말,부산,2,338682,338927,19.1,0,7.1
2019-06-08,주말,부산,3,89306,84354,19.1,0,7.1
2019-06-08,주말,부산,4,27801,27411,19.1,0,7.1
2019-06-08,주말,서울,1,260690,260566,21.9,0,5.9
2019-06-08,주말,서울,2,1299583,1324062,21.9,0,5.9
2019-06-08,주말,서울,3,501411,502782,21.9,0,5.9
2019-06-08,주말,서울,4,523892,533844,21.9,0,5.9
2019-06-08,주말,서울,5,490712,480301,21.9,0,5.9
2019-06-08,주말,서울,6,302776,296934,21.9,0,5.9
2019-06-08,주말,서울,7,585872,567702,21.9,0,5.9
2019-06-08,주말,서울,8,156131,155754,21.9,0,5.9
